trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
57,False,"{'a': 0.5, 'e': 0.5639051904523875}",20,0,-125.59682502488758,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
58,False,"{'a': 0.5, 'e': 0.5582661385478637}",30,0,-91.08186775666954,"{0: 21, 1: 0, 2: 6, 3: 3, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.5526834771623851}",30,0,-77.83705191079653,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.5471566423907612}",20,2,-35.58339879517563,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.5416850759668536}",25,0,-33.816676945335516,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.536268225207185}",20,0,-46.55554381426226,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.5309055429551132}",20,0,-20.07695431360935,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
64,False,"{'a': 0.5, 'e': 0.525596487525562}",20,0,-67.65750696116243,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
65,False,"{'a': 0.5, 'e': 0.5203405226503064}",25,0,-25.162008213350347,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",20,16,8.028914738736438,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",20,0,-27.881982675536143,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",25,0,-19.532806297819505,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",25,0,-71.8382792016063,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",1
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",30,0,-53.661634550199345,"{0: 22, 1: 4, 2: 2, 3: 2, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",20,0,19.792301643066622,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",25,17,12.431807294209829,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,0,-33.37959919685322,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
